node_id,component_id,quantity
SPEC_3,LRU_1_1,3
SPEC_3,LRU_1_2,6
SPEC_3,LRU_2_2,6
SPEC_3,LRU_3_1,4
SPEC_3,LRU_4_1,4
SPEC_3,LRU_4_2,4
SPEC_3,LRU_5_1,4
SPEC_3,PART_2,21
SPEC_3,PART_3,33
SPEC_3,PART_4,12
SPEC_3,PART_5,15
SPEC_3,PART_7,44
SPEC_3,PART_8,39
SPEC_3,PART_9,27
SPEC_3,PART_11,14
SPEC_3,PART_12,34
SPEC_3,PART_13,30
SPEC_3,PART_14,14
SPEC_3,PART_16,26
SPEC_3,PART_17,35
SPEC_4,LRU_1_1,5
SPEC_4,LRU_1_2,4
SPEC_4,LRU_2_1,3
SPEC_4,LRU_2_2,6
SPEC_4,LRU_4_1,3
SPEC_4,LRU_4_2,3
SPEC_4,LRU_5_1,4
SPEC_4,LRU_5_2,6
SPEC_4,PART_1,40
SPEC_4,PART_2,40
SPEC_4,PART_3,20
SPEC_4,PART_5,28
SPEC_4,PART_6,21
SPEC_4,PART_7,28
SPEC_4,PART_9,24
SPEC_4,PART_10,29
SPEC_4,PART_12,14
SPEC_4,PART_14,13
SPEC_4,PART_15,13
SPEC_4,PART_17,28
